,Date & Time,feature0,feature1,feature2,feature3_1,feature3_2,feature3_3,feature3_4,feature3_5,feature3_6,feature3_7,feature3_8,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20_0,feature20_1,feature20_2,feature20_3,feature20_4,feature20_5,feature20_6,feature20_7,feature28_0,feature28_1,feature28_2,feature28_3,feature28_4,feature28_5,feature28_6,feature28_7,feature36_0,feature36_1,feature36_2,feature36_3,feature36_4,feature36_5,feature36_6,feature36_7,feature44_0,feature44_1,feature44_2,feature44_3,feature44_4,feature44_5,feature44_6,feature44_7,feature52_0,feature52_1,feature52_2,feature52_3,feature52_4,feature52_5,feature52_6,feature52_7,feature60,feature61_0,feature61_1,feature61_2,feature61_3,feature61_4,feature61_5,feature61_6,feature61_7,feature69_0,feature69_1,feature69_2,feature69_3,feature69_4,feature69_5,feature69_6,feature69_7,feature77_0,feature77_1,feature77_2,feature77_3,feature77_4,feature77_5,feature77_6,feature77_7,feature85_0,feature85_1,feature85_2,feature85_3,feature85_4,feature85_5,feature85_6,feature85_7
20,	2020-08-13 16:45:00,91.49,17.83,4.0,0.0,0.0,0.0,214.0,,,,,0.0,14.49,44672.0,209.0,214.0,13.98,4.0,,,1.0,17.0,18.0,9.0,25.0,21.0,26.0,2.0,-96.75,-84.94,-99.81,-101.0,-85.0,-93.69,-95.13,-96.0,-80.75,-73.69,-86.56,-83.19,-75.38,-85.0,-82.13,-86.13,,,,,,,,,,,,,,,,,,17.88,25.94,14.06,14.13,27.88,15.44,20.44,16.94,19.5,23.0,14.06,18.88,24.75,14.44,19.38,17.94,,,,,,,,,,,,,,,,
21,	2020-08-13 16:45:01,89.54,15.55,4.0,0.0,0.0,0.0,251.0,,,,,0.0,9.96,45937.0,183.0,251.0,13.96,4.0,,,7.0,17.0,1.0,6.0,25.0,10.0,0.0,9.0,-97.19,-85.94,-97.5,-93.25,-87.31,-93.13,-96.69,-106.81,-92.0,-95.13,-86.5,-87.56,-96.44,-90.56,-91.75,-88.5,,,,,,,,,,,,,,,,,,10.06,32.94,15.25,17.31,23.94,25.69,5.38,5.5,0.06,15.13,16.0,10.25,7.81,15.06,-1.5,9.63,,,,,,,,,,,,,,,,
22,	2020-08-13 16:45:02,90.48,14.5,4.0,0.0,0.0,0.0,257.0,,,,,0.0,7.03,48364.0,188.0,257.0,13.9,4.0,,,30.0,17.0,24.0,25.0,26.0,21.0,1.0,9.0,-94.63,-85.69,-95.63,-87.44,-95.19,-94.13,-98.88,-103.25,-101.31,-79.31,-94.69,-82.94,-89.25,-96.19,-85.88,-87.25,,,,,,,,,,,,,,,,,,8.19,28.06,10.0,22.75,18.25,13.13,14.38,11.31,-5.94,24.63,-0.63,17.81,18.63,5.0,19.38,18.44,,,,,,,,,,,,,,,,
23,	2020-08-13 16:45:03,91.81,16.4,4.0,0.0,0.0,0.0,233.0,,,,,0.0,10.68,45980.0,197.0,233.0,14.26,4.0,32.63,-80.88,16.0,17.0,29.0,26.0,25.0,21.0,30.0,1.0,-92.31,-80.88,-91.81,-92.06,-82.19,-90.0,-91.5,-90.56,-97.69,-93.81,-102.25,-101.13,-93.63,-99.81,-97.88,-95.56,,,,,,,,,,,,,,,,,-97.13,19.25,32.69,24.19,22.75,28.13,20.81,15.44,23.06,8.75,18.88,6.44,10.25,11.44,7.63,2.25,15.19,,,,,,,,,,,,,,,,
24,	2020-08-13 16:45:04,89.5,13.52,4.0,0.0,0.0,0.0,229.0,,,,,0.0,2.67,49179.0,216.0,228.0,13.35,4.0,33.25,-80.63,29.0,25.0,30.0,17.0,16.0,26.0,21.0,1.0,-92.88,-83.19,-92.19,-81.88,-93.13,-92.88,-90.81,-91.63,-104.63,-94.13,-98.94,-95.0,-100.19,-99.31,-101.75,-94.69,,,,,,,,,,,,,,,,,-94.75,23.13,29.44,16.31,32.75,19.75,23.44,20.69,21.81,3.38,13.31,1.19,10.75,4.69,13.06,6.25,16.19,,,,,,,,,,,,,,,,
25,	2020-08-13 16:45:05,91.92,15.35,4.0,0.0,0.0,0.0,264.0,,,,,0.0,5.32,51927.0,197.0,264.0,13.92,4.0,,,26.0,25.0,30.0,17.0,1.0,24.0,21.0,29.0,-91.06,-81.5,-90.5,-80.19,-90.19,-91.13,-89.0,-90.94,-99.5,-92.63,-101.31,-93.13,-93.94,-100.25,-106.44,-103.81,,,,,,,,,,,,,,,,,,22.06,28.06,15.38,34.69,21.31,14.56,20.0,21.75,11.88,14.38,-1.13,15.69,16.06,0.75,1.31,4.56,,,,,,,,,,,,,,,,
26,	2020-08-13 16:45:06,102.58,15.34,4.0,0.0,0.0,0.0,234.0,,,,,0.0,6.72,41226.0,175.0,235.0,14.24,4.0,,,25.0,9.0,2.0,6.0,1.0,30.0,21.0,17.0,-84.56,-96.81,-92.63,-92.69,-90.25,-92.88,-91.69,-83.13,-88.88,-92.44,-103.94,-93.69,-90.38,-96.63,-102.0,-88.19,,,,,,,,,,,,,,,,,,27.94,19.88,18.19,17.06,21.19,14.38,19.94,33.13,14.69,15.63,6.0,11.25,17.69,1.63,3.13,20.0,,,,,,,,,,,,,,,,
27,	2020-08-13 16:45:07,102.9,17.94,4.0,0.0,0.0,0.0,246.0,,,,,0.0,17.81,50025.0,203.0,246.0,14.14,4.0,,,29.0,25.0,30.0,17.0,16.0,24.0,21.0,1.0,-91.19,-82.06,-90.19,-80.75,-91.13,-90.94,-88.94,-90.88,-106.13,-93.13,-99.63,-91.88,-100.88,-97.25,-107.44,-93.44,,,,,,,,,,,,,,,,,,22.06,27.0,14.25,31.44,17.81,15.13,19.19,22.19,2.31,13.31,1.38,15.19,5.38,2.88,-0.25,19.31,,,,,,,,,,,,,,,,
28,	2020-08-13 16:45:08,93.74,16.09,4.0,0.0,0.0,0.0,211.0,,,,,0.0,7.58,43906.0,208.0,211.0,14.0,4.0,,,24.0,29.0,26.0,30.0,16.0,25.0,21.0,17.0,-90.75,-90.88,-91.44,-90.06,-91.38,-81.81,-88.88,-80.38,-97.19,-105.0,-98.5,-99.75,-101.13,-94.0,-104.56,-94.63,,,,,,,,,,,,,,,,,,15.44,21.0,21.31,15.75,17.88,28.56,20.19,30.69,2.75,3.56,11.94,1.25,7.25,13.44,2.88,13.56,,,,,,,,,,,,,,,,
29,	2020-08-13 16:45:09,93.22,16.08,4.0,0.0,0.0,0.0,207.0,,,,,0.0,5.8,42656.0,206.0,207.0,14.04,4.0,,,24.0,25.0,30.0,17.0,16.0,1.0,21.0,29.0,-91.0,-82.0,-90.38,-80.63,-91.5,-90.88,-89.25,-91.06,-99.25,-93.56,-100.0,-92.56,-101.25,-90.69,-106.0,-105.69,,,,,,,,,,,,,,,,,,15.19,27.69,14.88,33.13,17.75,20.5,19.44,22.25,0.88,12.69,0.94,18.25,7.75,17.06,1.63,2.94,,,,,,,,,,,,,,,,
30,	2020-08-13 16:45:10,91.1,16.6,4.0,0.0,0.0,0.0,197.0,,,,,0.0,6.6,41581.0,211.0,197.0,14.08,4.0,,,25.0,9.0,1.0,6.0,30.0,26.0,21.0,17.0,-85.0,-97.81,-94.25,-95.44,-93.19,-94.63,-91.88,-83.69,-90.81,-92.31,-90.69,-93.31,-97.88,-93.88,-104.5,-89.13,,,,,,,,,,,,,,,,,,27.13,19.63,20.88,17.63,15.0,22.0,19.13,31.5,12.44,14.75,19.81,11.88,0.06,15.38,-0.31,14.75,,,,,,,,,,,,,,,,
31,	2020-08-13 16:45:11,97.15,16.68,4.0,0.0,0.0,0.0,200.0,,,,,0.0,5.0,40846.0,204.0,200.0,14.14,4.0,,,25.0,9.0,6.0,30.0,1.0,24.0,21.0,17.0,-85.0,-97.69,-95.38,-93.19,-94.13,-93.69,-92.06,-83.63,-91.13,-92.56,-93.13,-98.06,-90.56,-96.25,-103.38,-89.06,,,,,,,,,,,,,,,,,,27.69,18.44,17.88,14.88,20.94,16.81,19.94,33.44,11.69,11.81,11.81,-0.13,15.81,0.69,1.56,18.75,,,,,,,,,,,,,,,,
32,	2020-08-13 16:45:12,95.23,17.66,4.0,0.0,0.0,0.0,245.0,,,,,0.0,17.14,51232.0,209.0,245.0,14.1,4.0,,,29.0,1.0,30.0,25.0,16.0,24.0,21.0,17.0,-93.44,-93.13,-92.5,-84.13,-93.63,-92.94,-91.31,-82.88,-106.63,-93.88,-99.25,-95.06,-102.38,-96.06,-104.69,-94.5,,,,,,,,,,,,,,,,,,21.94,21.75,15.75,27.56,18.38,16.19,19.69,31.44,2.06,18.94,1.44,11.0,3.94,3.38,2.88,12.31,,,,,,,,,,,,,,,,
33,	2020-08-13 16:45:13,104.06,15.87,4.0,0.0,0.0,0.0,214.0,,,,,0.0,1.87,44376.0,207.0,214.0,14.06,4.0,,,29.0,25.0,1.0,30.0,16.0,24.0,21.0,17.0,-92.94,-83.88,-92.88,-92.38,-93.38,-92.69,-91.19,-82.5,-107.25,-95.44,-93.81,-99.19,-101.25,-96.5,-103.38,-93.75,,,,,,,,,,,,,,,,,,22.19,28.81,21.81,16.44,19.75,16.69,20.75,33.94,1.56,11.19,15.56,1.88,5.63,2.81,4.0,16.06,,,,,,,,,,,,,,,,
34,	2020-08-13 16:45:14,101.64,17.69,4.0,0.0,0.0,0.0,220.0,,,,,0.0,10.0,48115.0,219.0,220.0,14.18,4.0,,,29.0,25.0,30.0,24.0,16.0,1.0,21.0,17.0,-93.56,-84.25,-92.56,-93.06,-93.75,-93.19,-91.5,-83.0,-109.5,-95.0,-100.5,-98.06,-102.44,-94.0,-106.88,-93.38,,,,,,,,,,,,,,,,,,22.06,28.06,15.44,15.88,17.94,21.5,19.56,33.13,-1.06,11.81,0.13,1.13,4.88,16.25,0.75,15.75,,,,,,,,,,,,,,,,
35,	2020-08-13 16:45:15,91.46,17.67,4.0,0.0,0.0,0.0,261.0,,,,,0.0,18.01,58570.0,224.0,261.0,13.4,4.0,31.75,-80.38,17.0,1.0,26.0,21.0,30.0,29.0,24.0,25.0,-80.38,-90.56,-91.13,-88.88,-90.38,-90.94,-90.69,-81.44,-93.88,-94.13,-97.31,-105.0,-101.75,-107.38,-98.63,-94.88,,,,,,,,,,,,,,,,,-93.0,31.75,21.81,21.88,20.0,16.44,21.63,15.81,28.44,12.75,17.88,13.94,2.44,-1.19,1.38,1.44,12.69,,,,,,,,,,,,,,,,
36,	2020-08-13 16:45:16,94.59,14.49,4.0,0.0,0.0,0.0,204.0,,,,,0.0,0.98,38928.0,191.0,204.0,14.19,4.0,,,17.0,1.0,25.0,26.0,29.0,30.0,24.0,21.0,-82.25,-92.88,-83.31,-92.5,-92.5,-91.94,-92.0,-90.38,-89.63,-92.13,-90.31,-97.0,-104.38,-100.81,-99.13,-107.25,,,,,,,,,,,,,,,,,,31.06,19.5,25.44,21.13,20.56,12.94,14.63,18.0,17.31,20.38,14.94,14.88,4.5,0.69,1.0,1.56,,,,,,,,,,,,,,,,
37,	2020-08-13 16:45:17,92.37,15.39,4.0,0.0,0.0,0.0,204.0,,,,,0.0,2.94,38475.0,189.0,204.0,14.06,4.0,,,25.0,1.0,29.0,17.0,9.0,10.0,21.0,26.0,-80.13,-89.31,-90.75,-79.75,-91.81,-91.81,-89.94,-89.06,-91.44,-95.88,-101.31,-86.63,-98.13,-95.38,-94.5,-94.88,,,,,,,,,,,,,,,,,,26.88,20.44,17.81,31.69,16.63,26.06,16.19,21.25,14.31,15.56,8.19,25.0,10.25,20.31,14.56,17.44,,,,,,,,,,,,,,,,
38,	2020-08-13 16:45:18,88.76,17.04,4.0,0.0,0.0,0.0,241.0,,,,,0.0,8.71,41694.0,173.0,241.0,13.94,4.0,,,26.0,1.0,2.0,25.0,16.0,10.0,21.0,17.0,-91.5,-90.38,-92.13,-82.88,-92.38,-91.19,-90.06,-80.5,-98.44,-94.63,-101.0,-94.13,-100.44,-98.06,-101.38,-97.5,,,,,,,,,,,,,,,,,,20.75,19.69,16.38,27.19,13.88,25.44,15.56,28.75,12.75,14.63,11.69,13.63,7.0,17.06,7.75,11.88,,,,,,,,,,,,,,,,
39,	2020-08-13 16:45:19,92.45,15.0,4.0,0.0,0.0,0.0,211.0,,,,,0.0,0.0,40605.0,192.0,211.0,13.72,4.0,,,21.0,1.0,26.0,9.0,29.0,30.0,25.0,17.0,-90.38,-92.25,-92.5,-96.0,-92.88,-91.94,-83.25,-81.75,-99.25,-86.81,-90.5,-89.81,-96.5,-96.5,-83.13,-83.0,,,,,,,,,,,,,,,,,,18.44,21.38,21.63,17.25,18.63,11.56,24.88,33.19,3.38,19.31,13.88,13.38,6.44,-0.94,16.38,21.13,,,,,,,,,,,,,,,,
40,	2020-08-13 16:45:20,86.49,17.44,4.0,0.0,0.0,0.0,228.0,,,,,0.0,10.87,46127.0,202.0,228.0,13.92,4.0,,,17.0,1.0,25.0,9.0,21.0,26.0,6.0,30.0,-83.81,-94.94,-85.19,-99.44,-91.69,-93.75,-95.63,-93.44,-84.88,-88.56,-85.88,-91.25,-98.69,-91.0,-92.56,-97.75,,,,,,,,,,,,,,,,,,28.38,17.94,24.69,13.56,16.69,20.44,14.63,9.5,18.13,16.88,16.44,13.0,3.94,14.06,8.06,-2.13,,,,,,,,,,,,,,,,
41,	2020-08-13 16:45:21,100.77,18.04,4.0,0.0,0.0,0.0,227.0,,,,,0.0,9.73,46803.0,207.0,226.0,13.76,4.0,,,17.0,1.0,30.0,9.0,21.0,10.0,25.0,26.0,-83.25,-94.5,-92.63,-98.19,-91.13,-92.69,-83.69,-92.69,-81.38,-88.25,-100.81,-91.13,-92.75,-97.44,-85.75,-89.38,,,,,,,,,,,,,,,,,,28.19,19.0,10.88,15.13,17.25,26.69,25.25,20.69,20.75,19.5,-5.25,12.94,9.25,11.0,15.5,14.56,,,,,,,,,,,,,,,,
42,	2020-08-13 16:45:22,102.59,17.93,4.0,0.0,0.0,0.0,247.0,,,,,0.0,15.08,48130.0,194.0,248.0,14.18,4.0,,,26.0,1.0,25.0,9.0,10.0,21.0,30.0,17.0,-91.81,-92.19,-82.31,-95.81,-91.94,-90.75,-92.25,-81.94,-89.31,-87.81,-85.0,-90.38,-100.19,-94.88,-100.81,-81.19,,,,,,,,,,,,,,,,,,22.88,20.94,25.38,17.5,27.5,17.69,11.38,30.81,15.31,17.75,15.38,13.31,8.5,7.25,-6.0,22.13,,,,,,,,,,,,,,,,
43,	2020-08-13 16:45:23,105.69,14.78,4.0,0.0,0.0,0.0,225.0,,,,,0.0,3.11,41601.0,185.0,225.0,13.68,4.0,,,21.0,1.0,25.0,10.0,9.0,17.0,26.0,18.0,-93.25,-94.88,-83.88,-93.56,-97.75,-84.25,-92.81,-99.19,-89.81,-86.94,-84.56,-94.44,-90.06,-79.13,-88.5,-91.75,,,,,,,,,,,,,,,,,,14.19,17.56,25.13,25.0,15.81,28.13,20.44,12.75,12.19,18.19,16.56,14.0,13.75,25.19,15.88,12.38,,,,,,,,,,,,,,,,
44,	2020-08-13 16:45:24,102.15,17.25,4.0,0.0,0.0,0.0,253.0,,,,,0.0,13.44,51855.0,205.0,253.0,14.0,4.0,,,21.0,1.0,26.0,10.0,9.0,17.0,25.0,18.0,-93.56,-95.19,-93.31,-93.69,-98.44,-84.38,-84.13,-99.31,-91.0,-88.19,-89.63,-95.0,-91.44,-80.44,-86.5,-92.81,,,,,,,,,,,,,,,,,,14.63,16.75,20.25,24.69,14.06,28.31,24.94,12.0,11.56,17.38,15.06,13.56,11.94,23.38,14.5,13.13,,,,,,,,,,,,,,,,
45,	2020-08-13 16:45:25,88.71,16.6,4.0,0.0,0.0,0.0,216.0,,,,,0.0,6.94,46946.0,217.0,216.0,13.92,4.0,28.75,-81.63,17.0,25.0,26.0,1.0,9.0,10.0,21.0,2.0,-83.38,-83.69,-92.81,-93.75,-96.75,-93.5,-92.5,-94.81,-81.63,-84.63,-90.0,-88.88,-90.94,-97.44,-96.31,-94.13,,,,,,,,,,,,,,,,,-93.13,28.75,25.69,20.25,19.56,17.0,26.44,15.88,16.5,20.63,15.13,14.19,16.75,12.5,11.5,5.44,11.56,,,,,,,,,,,,,,,,
46,	2020-08-13 16:45:26,98.13,15.77,4.0,0.0,0.0,0.0,228.0,,,,,0.0,0.88,40519.0,178.0,228.0,13.73,4.0,27.63,-81.63,1.0,17.0,6.0,10.0,25.0,21.0,9.0,24.0,-93.44,-83.06,-94.31,-92.5,-83.31,-92.25,-97.0,-93.25,-88.31,-84.69,-92.0,-102.88,-84.25,-98.81,-90.5,-90.94,,,,,,,,,,,,,,,,,-92.0,18.0,25.63,16.0,25.13,26.31,15.88,16.88,10.88,16.19,16.75,8.31,5.5,18.31,3.56,14.63,3.63,,,,,,,,,,,,,,,,
47,	2020-08-13 16:45:27,86.42,21.36,4.0,0.0,0.0,0.0,284.0,,,,,0.0,22.61,54773.0,193.0,284.0,13.82,4.0,,,9.0,17.0,6.0,26.0,25.0,21.0,1.0,10.0,-98.94,-84.19,-94.25,-93.19,-83.88,-92.94,-95.0,-93.13,-91.63,-83.0,-93.13,-90.81,-87.5,-94.06,-88.75,-98.69,,,,,,,,,,,,,,,,,,13.0,25.38,14.88,20.25,26.81,15.56,17.19,24.94,12.31,20.0,8.56,13.06,15.81,8.0,15.0,9.63,,,,,,,,,,,,,,,,
48,	2020-08-13 16:45:28,99.75,16.23,4.0,0.0,0.0,0.0,235.0,,,,,0.0,8.9,49322.0,210.0,235.0,13.88,4.0,,,9.0,17.0,10.0,26.0,25.0,21.0,1.0,24.0,-98.75,-84.0,-93.19,-93.25,-84.06,-93.13,-94.75,-93.88,-91.13,-82.75,-99.31,-90.81,-87.19,-94.31,-88.44,-93.19,,,,,,,,,,,,,,,,,,13.69,29.25,25.69,20.75,23.25,15.75,18.19,9.63,11.69,20.75,9.69,13.94,12.63,8.06,18.5,1.19,,,,,,,,,,,,,,,,
49,	2020-08-13 16:45:29,97.26,14.6,4.0,0.0,0.0,0.0,249.0,,,,,0.0,8.03,51117.0,205.0,249.0,13.86,4.0,,,6.0,17.0,9.0,25.0,26.0,21.0,1.0,24.0,-94.13,-84.25,-99.69,-83.94,-93.13,-92.75,-95.19,-93.31,-90.44,-78.69,-87.75,-84.75,-87.0,-89.5,-85.19,-91.13,,,,,,,,,,,,,,,,,,15.44,25.94,13.56,25.88,20.0,14.88,18.25,10.5,6.5,20.5,13.88,15.44,15.06,9.75,18.31,0.69,,,,,,,,,,,,,,,,
50,	2020-08-13 16:45:30,92.63,15.39,4.0,0.0,0.0,0.0,268.0,,,,,0.0,8.24,55182.0,206.0,268.0,13.84,4.0,,,9.0,17.0,1.0,26.0,25.0,13.0,6.0,24.0,-99.63,-84.56,-96.31,-93.44,-84.19,-105.81,-94.19,-92.75,-87.94,-81.63,-85.44,-89.88,-87.94,-92.13,-89.81,-95.63,,,,,,,,,,,,,,,,,,13.69,25.88,18.38,20.44,24.31,6.56,16.13,11.31,12.94,20.88,17.94,14.44,13.75,11.38,6.94,-1.0,,,,,,,,,,,,,,,,
51,	2020-08-13 16:45:31,108.74,13.97,4.0,0.0,0.0,0.0,214.0,,,,,0.0,1.4,42556.0,199.0,214.0,13.84,4.0,,,10.0,17.0,9.0,26.0,25.0,21.0,1.0,24.0,-92.63,-84.06,-99.56,-92.94,-83.75,-92.38,-95.31,-92.88,-96.94,-80.38,-89.81,-89.19,-86.25,-92.19,-86.94,-95.31,,,,,,,,,,,,,,,,,,26.69,25.75,13.38,20.0,26.0,15.0,17.44,10.38,11.0,22.31,14.69,14.81,17.5,9.69,18.94,-0.44,,,,,,,,,,,,,,,,
52,	2020-08-13 16:45:32,98.87,17.22,4.0,0.0,0.0,0.0,225.0,,,,,0.0,0.89,38670.0,172.0,225.0,14.0,4.0,,,9.0,17.0,1.0,26.0,25.0,21.0,6.0,24.0,-97.81,-83.25,-93.81,-92.25,-83.06,-92.25,-93.75,-93.13,-91.06,-82.19,-87.56,-90.0,-86.38,-95.13,-91.81,-92.19,,,,,,,,,,,,,,,,,,15.06,27.44,19.69,21.19,25.06,16.31,16.0,10.56,12.5,20.5,18.31,15.25,15.25,8.19,9.56,1.94,,,,,,,,,,,,,,,,
53,	2020-08-13 16:45:33,89.51,17.7,4.0,0.0,0.0,0.0,223.0,,,,,0.0,13.45,45158.0,203.0,223.0,13.94,4.0,,,9.0,17.0,1.0,26.0,25.0,21.0,6.0,10.0,-100.19,-84.44,-95.69,-92.88,-83.88,-92.81,-93.94,-92.75,-90.13,-80.69,-86.56,-88.75,-86.19,-91.81,-92.06,-95.06,,,,,,,,,,,,,,,,,,11.75,26.5,17.19,20.19,25.25,14.63,15.13,24.81,13.25,23.19,19.94,15.44,16.81,10.81,9.75,13.81,,,,,,,,,,,,,,,,
54,	2020-08-13 16:45:34,103.99,17.21,4.0,0.0,0.0,0.0,239.0,,,,,0.0,6.69,40641.0,170.0,239.0,13.94,4.0,,,6.0,17.0,9.0,26.0,25.0,21.0,1.0,10.0,-93.56,-85.25,-100.69,-93.06,-84.44,-93.0,-97.19,-92.81,-93.88,-78.56,-88.94,-87.94,-83.31,-89.88,-85.88,-93.94,,,,,,,,,,,,,,,,,,16.56,25.69,12.0,19.94,24.81,14.88,15.63,25.06,7.56,24.0,15.31,16.13,18.56,13.0,20.19,14.31,,,,,,,,,,,,,,,,
55,	2020-08-13 16:45:35,88.9,16.75,4.0,0.0,0.0,0.0,238.0,,,,,0.0,3.36,35744.0,150.0,238.0,14.04,4.0,,,26.0,17.0,10.0,25.0,6.0,21.0,9.0,1.0,-92.94,-85.19,-93.06,-84.25,-93.69,-93.75,-99.25,-96.75,-86.13,-76.44,-90.94,-82.19,-89.75,-87.56,-86.75,-83.81,,,,,,,,,,,,,,,,,,21.0,25.38,24.88,24.75,16.63,14.56,13.63,16.5,15.81,24.56,14.25,16.44,8.63,12.63,13.94,19.94,,,,,,,,,,,,,,,,
56,	2020-08-13 16:45:36,93.66,17.56,4.0,0.0,0.0,0.0,228.0,,,,,0.0,1.32,33760.0,148.0,228.0,14.3,4.0,26.0,-75.75,25.0,17.0,18.0,2.0,9.0,21.0,1.0,26.0,-84.19,-85.0,-98.13,-94.56,-100.81,-93.13,-96.06,-93.06,-78.13,-74.25,-89.31,-90.69,-84.56,-86.31,-81.5,-84.69,,,,,,,,,,,,,,,,,-88.75,24.31,26.75,13.63,17.06,11.06,14.44,17.75,20.56,21.63,26.13,11.25,11.88,16.13,13.06,21.44,16.5,,,,,,,,,,,,,,,,
57,	2020-08-13 16:45:37,94.9,19.44,4.0,0.0,0.0,0.0,278.0,,,,,0.0,14.75,44256.0,159.0,278.0,14.04,4.0,,,1.0,17.0,18.0,6.0,25.0,21.0,26.0,9.0,-96.88,-85.19,-98.0,-93.5,-84.56,-93.38,-93.19,-101.5,-81.5,-74.38,-89.56,-90.44,-78.25,-86.13,-84.63,-84.69,,,,,,,,,,,,,,,,,,15.56,27.0,12.88,16.25,23.19,14.56,19.88,11.13,20.69,26.38,11.56,8.56,19.63,13.56,16.31,16.25,,,,,,,,,,,,,,,,
58,	2020-08-13 16:45:38,88.96,17.73,4.0,0.0,0.0,0.0,211.0,,,,,0.0,0.0,31680.0,150.0,211.0,14.24,4.0,,,9.0,17.0,6.0,26.0,25.0,21.0,1.0,10.0,-98.19,-83.06,-92.88,-92.5,-83.0,-91.69,-94.38,-91.75,-88.88,-80.75,-90.94,-89.63,-84.81,-95.19,-86.13,-94.75,,,,,,,,,,,,,,,,,,15.69,26.19,16.5,20.94,25.06,16.69,17.38,26.19,16.44,20.63,11.0,14.63,17.81,9.13,19.31,13.63,,,,,,,,,,,,,,,,
59,	2020-08-13 16:45:39,90.91,22.96,4.0,0.0,0.0,0.0,388.0,,,,,1.28,39.69,67840.0,175.0,388.0,14.18,4.0,,,26.0,17.0,9.0,10.0,25.0,21.0,1.0,6.0,-93.88,-84.31,-100.56,-93.0,-84.38,-92.63,-96.56,-93.88,-85.19,-76.06,-84.31,-91.75,-80.06,-89.0,-82.13,-88.88,,,,,,,,,,,,,,,,,,19.31,30.25,13.0,22.63,22.63,14.81,16.19,14.19,16.13,23.06,17.81,10.19,17.63,11.5,21.13,11.06,,,,,,,,,,,,,,,,
60,	2020-08-13 16:45:40,97.23,15.09,4.0,0.0,0.0,0.0,275.0,,,,,0.0,1.09,46016.0,167.0,275.0,14.12,4.0,,,9.0,17.0,26.0,25.0,24.0,21.0,1.0,23.0,-99.94,-83.69,-94.0,-84.75,-93.88,-91.88,-95.38,-97.63,-86.63,-75.0,-84.25,-78.06,-91.44,-90.56,-84.94,-91.75,,,,,,,,,,,,,,,,,,11.94,29.44,18.88,20.06,7.63,17.06,17.94,5.63,21.19,25.81,16.06,15.75,-2.88,9.75,20.5,3.81,,,,,,,,,,,,,,,,
61,	2020-08-13 16:45:41,92.82,15.67,4.0,0.0,0.0,0.0,302.0,,,,,0.0,5.63,52672.0,174.0,302.0,13.35,4.0,,,21.0,1.0,26.0,9.0,10.0,25.0,6.0,17.0,-89.81,-94.44,-90.81,-99.5,-90.5,-82.44,-90.69,-82.0,-96.31,-87.56,-88.69,-89.19,-95.88,-80.63,-91.5,-83.25,,,,,,,,,,,,,,,,,,14.75,12.19,20.38,9.0,24.25,22.81,12.63,23.38,8.06,16.63,17.0,16.06,15.06,19.19,12.63,14.63,,,,,,,,,,,,,,,,
62,	2020-08-13 16:45:42,99.67,13.2,4.0,0.0,0.0,0.0,244.0,,,,,0.0,1.23,54562.0,224.0,244.0,12.34,4.0,,,21.0,1.0,24.0,16.0,17.0,10.0,25.0,26.0,-89.69,-91.63,-91.13,-91.25,-81.25,-91.31,-82.0,-91.81,-90.56,-97.63,-93.81,-93.0,-86.0,-94.88,-93.25,-96.5,,,,,,,,,,,,,,,,,,20.0,21.94,13.5,20.44,34.44,28.06,28.0,22.13,16.13,11.13,3.81,11.31,21.31,17.38,11.13,11.56,,,,,,,,,,,,,,,,
63,	2020-08-13 16:45:43,98.92,13.0,4.0,0.0,0.0,0.0,229.0,,,,,0.0,0.44,47827.0,209.0,229.0,12.34,4.0,,,30.0,24.0,25.0,29.0,22.0,31.0,6.0,17.0,-93.13,-92.94,-84.88,-95.25,-94.81,-98.81,-94.38,-83.44,-90.75,-88.69,-86.13,-92.31,-89.38,-91.19,-87.44,-91.69,,,,,,,,,,,,,,,,,,14.13,15.81,28.13,18.81,15.19,9.31,17.25,32.0,6.94,4.88,15.75,11.94,13.25,6.56,18.13,12.44,,,,,,,,,,,,,,,,
64,	2020-08-13 16:45:44,92.86,15.97,4.0,0.0,0.0,0.0,184.0,,,,,0.0,0.0,37774.0,205.0,184.0,12.2,4.0,,,24.0,1.0,22.0,25.0,9.0,17.0,6.0,31.0,-93.44,-93.44,-94.44,-84.13,-96.44,-82.56,-94.63,-99.06,-89.06,-90.25,-91.88,-87.0,-91.0,-88.0,-88.56,-91.69,,,,,,,,,,,,,,,,,,14.56,20.13,14.0,27.5,19.44,31.63,15.88,8.75,4.75,15.19,8.69,14.06,12.75,15.25,16.63,5.63,,,,,,,,,,,,,,,,
65,	2020-08-13 16:45:45,94.18,18.6,4.0,0.0,0.0,0.0,184.0,,,,,0.0,5.43,36345.0,198.0,184.0,12.7,4.0,,,17.0,1.0,22.0,24.0,30.0,25.0,6.0,21.0,-79.75,-90.5,-92.13,-90.81,-90.31,-81.63,-93.25,-89.56,-90.25,-90.06,-90.06,-89.31,-92.63,-88.81,-87.13,-98.25,,,,,,,,,,,,,,,,,,32.69,20.94,12.19,13.75,11.75,26.75,14.69,16.94,13.69,15.81,10.63,3.88,4.13,12.06,17.75,6.19,,,,,,,,,,,,,,,,
